org_id,node_slug,role,evidence_url,evidence_note,batch,created_by,reviewed_by,last_verified,human_verified
players-philanthropy-fund,meta.funding.funding-infrastructure,secondary,https://ppf.org/projects/,"General-purpose fiscal sponsor (originally built for sports and entertainment philanthropy) whose public roster includes at least two AI governance projects, the Oxford AI Diplomacy Lab and the State AI Collaborative.",b09,agent-2026-09-21,,2026-09-24,false
ai-safety-camp-aisc,meta.talent.early-career-bottleneck,primary,https://aisafety.camp,Structured programme for new researchers to test project ideas with mentor support.,b09,agent-2026-09-21,,2026-09-21,false
anthropic-fellows-program,meta.talent.early-career-bottleneck,primary,https://anthropic.com/fellows,"Places external researchers into safety research with Anthropic mentorship, drawing on the same senior researcher pool as the independent programmes.",b09,agent-2026-09-21,,2026-09-21,false
apart-research,meta.talent.early-career-bottleneck,primary,https://apartresearch.com,"Runs frequent AI safety hackathons and research sprints, another draw on mentor and reviewer time.",b09,agent-2026-09-21,,2026-09-21,false
arena-alignment-research-engineer-accelerator,meta.talent.early-career-bottleneck,primary,https://arena.education,"Intensive technical bootcamp training alignment research engineers, drawing on the same pool of technical mentors as MATS.",b09,agent-2026-09-21,,2026-09-21,false
athena-mentorship-program,meta.talent.early-career-bottleneck,primary,https://researchathena.org,Mentorship programme supporting women entering technical AI alignment research; the only seed organisation aimed specifically at this group. Evidence is the homepage only.,b12,agent-2026-09-21,,2026-09-23,false
bluedot-impact,meta.talent.early-career-bottleneck,primary,https://bluedot.org/,Runs large-cohort AI safety courses that feed graduates into the same mentorship and job pipeline as the other programmes.,b09,agent-2026-09-21,,2026-09-21,false
cambridge-boston-alignment-initiative-cbai,meta.talent.early-career-bottleneck,primary,https://cbai.ai,University fellowships and bootcamps bridging students into AI safety.,b09,agent-2026-09-21,,2026-09-21,false
cambridge-era-ai-fellowship,meta.talent.early-career-bottleneck,primary,https://eraisummer.org,Annual summer research fellowship on AI existential risk.,b09,agent-2026-09-21,,2026-09-21,false
constellation,meta.talent.early-career-bottleneck,primary,https://constellation.org/programs/astra-fellowship,"[Astra Fellowship (Constellation)] Constellation's flagship 5-month mentored fellowship pairing fellows with senior researchers from Redwood Research, OpenAI and Anthropic among others.",b09,agent-2026-09-21,,2026-09-21,false
effective-thesis,meta.talent.early-career-bottleneck,primary,https://www.effectivethesis.org/key-services/effective-thesis-fellowship,"Fellowship and 8-week Accelerator connect students to AI safety, alignment and governance thesis topics and an expert-supervisor network; named alumni include a current MIT AI safety PhD candidate and an Anthropic researcher.",b12,agent-2026-09-21,,2026-09-21,false
iliad,meta.talent.early-career-bottleneck,primary,https://www.iliad.ac/fellowship,"Three-month mentored Fellowship for mathematical and theoretical AI safety researchers; Fall 2026 cohort runs September to December 2026 at LISA, alongside the shorter Intensive programme.",b12,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
kairos,meta.talent.early-career-bottleneck,primary,https://kairos-project.org/,"Runs SPAR and other talent programmes, and produces field-level estimates of fellowship numbers with Constellation.",review-meta,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
mats-ml-alignment-and-theory-scholars,meta.talent.early-career-bottleneck,primary,https://www.matsprogram.org/,"Flagship mentored alignment research fellowship, one of the largest single consumers of senior mentor time in the field.",b09,agent-2026-09-21,,2026-09-21,false
pivotal-research,meta.talent.early-career-bottleneck,primary,https://pivotal-research.org,"Research fellowship for AI safety and governance, part of the same crowded early-career cohort.",b09,agent-2026-09-21,,2026-09-21,false
principles-of-intelligence-princint,meta.talent.early-career-bottleneck,primary,https://pibbss.ai,"[PIBBSS] Fellowship connecting biology and physical-science researchers into AI safety, mentor-intensive by design.",b09,agent-2026-09-21,,2026-09-23,false
spar-supervised-program-for-alignment-research,meta.talent.early-career-bottleneck,primary,https://kairos-project.org/,"Part-time mentored research programme, now run under Kairos's talent-infrastructure umbrella; competes for the same mentor pool as MATS and ARENA.",b09,agent-2026-09-21,,2026-09-21,false
uchicago-existential-risk-laboratory-xlab,meta.talent.early-career-bottleneck,primary,https://xrisk.uchicago.edu/srf-26/,"2026 cohort of XLab's 10-week Summer Research Fellowship for undergraduate and graduate researchers on existential and catastrophic risk, including AI.",b12,agent-2026-09-21,,2026-09-21,false
ai-safety-south-africa-aissa-cape-institute-for-safe-ai,meta.talent.early-career-bottleneck,secondary,https://www.aisafetysa.com/programs,"Runs the Cooperative AI Research Fellowship 2026, a 3-month full-time research programme in Cape Town, plus recurring 'Intro to Transformative AI' courses.",b12,agent-2026-09-21,,2026-09-21,false
arcadia-impact,meta.talent.early-career-bottleneck,secondary,https://www.arcadiaimpact.org/,"Runs LASR Labs, an in-person technical research programme that draws on the same mentor pool.",review-meta,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
cavendish-labs,meta.talent.early-career-bottleneck,secondary,https://www.cavendishlabs.org,"Building a research community in Cavendish, Vermont focused on AI safety and pandemic prevention; evidence is the homepage only.",b12,agent-2026-09-21,,2026-09-23,false
ceealar-ea-hotel,meta.talent.early-career-bottleneck,secondary,https://www.ceealar.org/impact,"Provides free/low-cost catered accommodation in Blackpool, UK so early-stage researchers (including AI alignment researchers) can do full-time work without financial pressure.",b12,agent-2026-09-21,,2026-09-21,false
arcadia-impact,meta.talent.experienced-professionals,primary,https://www.arcadiaimpact.org/ai-governance-taskforce,"AI Governance Taskforce is a 12-week, remote, part-time cohort for experienced professionals moving into AI governance research, alongside the in-person LASR Labs technical programme.",b12,agent-2026-09-21,,2026-09-21,false
horizon-institute-for-public-service,meta.talent.experienced-professionals,primary,https://horizonpublicservice.org/,The Horizon Fellowship places experienced technologists and researchers in US federal and congressional roles working on AI and emerging technology.,review-meta,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
steadrise,meta.talent.experienced-professionals,primary,https://steadrise.org/,"Helps experienced operators, researchers, engineers, policymakers and advocates move into AI safety roles via fit assessment, direct introductions, scoped trial projects and placement support; partners include UK AISI, FAR AI, Apollo Research, Timaeus and CHAI.",b09,agent-2026-09-21,,2026-09-21,false
successif,meta.talent.experienced-professionals,primary,https://successif.org,Career transition support specifically for people moving into AI governance.,b09,agent-2026-09-21,,2026-09-21,false
bluedot-impact,meta.talent.experienced-professionals,secondary,https://bluedot.org/programs/career-transition-grant,[BlueDot Impact (Career Transition Grants)] Small grants supporting professionals through a career transition into AI safety.,b09,agent-2026-09-21,,2026-09-21,false
constellation,meta.talent.experienced-professionals,secondary,https://generatorresidency.org/,"[Generator Residency (Constellation & Kairos)] Three-month Berkeley residency for generalists, including experienced professionals, building AI safety infrastructure projects.",b09,agent-2026-09-21,,2026-09-21,false
heron-ai-security,meta.talent.experienced-professionals,secondary,https://www.heronsec.ai/about,"Connects experienced cybersecurity professionals to AI security work through events, one-to-one networking and a research fellowship (launched December 2024, funded by Coefficient Giving).",review-meta,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
high-impact-professionals-hip,meta.talent.experienced-professionals,secondary,https://highimpactprofessionals.org,"General career-pivot advisory for professionals moving into high-impact careers, including AI safety, not AI-safety-specific.",b09,agent-2026-09-21,,2026-09-21,false
80-000-hours,meta.talent.matchmaking,primary,https://jobs.80000hours.org/,"Curated job board (900+ open roles) plus 1-on-1 advising (7,500+ calls) that actively introduces candidates to organisations; the closest thing to dedicated matchmaking infrastructure that already exists.",b09,agent-2026-09-21,,2026-09-21,false
aisafety-com,meta.talent.matchmaking,secondary,https://www.aisafety.com/jobs,"Aggregated AI safety jobs board, alongside its field map and events listings.",review-meta,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
bluedot-impact,meta.talent.matchmaking,secondary,https://bluedot.org/,Course alumni network functions as an informal matching mechanism into roles and further programmes.,b09,agent-2026-09-21,,2026-09-21,false
constellation,meta.talent.matchmaking,secondary,https://constellation.org,Co-locates researchers and connects fellows to organisations and mentors through its Berkeley hub and Astra fellowship placements.,b09,agent-2026-09-21,,2026-09-21,false
high-impact-professionals-hip,meta.talent.matchmaking,secondary,https://highimpactprofessionals.org,Maintains a directory of professionals that recruiters such as Impact Ops search when filling roles.,review-meta,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
kairos,meta.talent.matchmaking,secondary,https://kairos-project.org/,"Talent-infrastructure organisation whose Pathfinder and Generator programmes connect people to roles and projects, though its core activity is running fellowships rather than matchmaking per se.",b09,agent-2026-09-21,,2026-09-21,false
impact-ops,meta.talent.senior-and-specialist-recruitment,primary,https://impact-ops.org/recruitment,Recruitment service for high-impact organisations that uses active headhunting and has AI safety clients; advertising for a Senior Recruitment Specialist with an AI safety focus.,review-meta,review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
centre-for-the-governance-of-ai-govai,meta.talent.senior-and-specialist-recruitment,secondary,https://governance.ai,Independent nonprofit that informally fields specialist governance questions from labs and governments alongside its main research and fellowship programme.,b11,agent-2026-09-21,,2026-09-24,false
frontier-model-forum,meta.talent.senior-and-specialist-recruitment,secondary,https://www.frontiermodelforum.org/,"Industry-run coalition through which member labs share safety research and best practice with each other, functioning as a closed, lab-only version of shared expertise rather than an open on-demand service.",b11,agent-2026-09-21,,2026-09-24,false
