org_id,name,url,type,hq_country,hq_city,region,founded_year,size_band,funding_model,primary_focus,focus_tags,problem_description,notable_outputs,status,confidence,source_urls,commercial_model,approachability,source,notes,created_by,reviewed_by,last_verified,human_verified
averi,AVERI,https://www.averi.org/,nonprofit-research,US,unknown,North America,2026,unknown,philanthropic,Third-party verification of frontier AI developers' safety and security claims,auditing-assurance;lab-accountability,"AI Verification and Evaluation Research Institute, a 501(c)(3) nonprofit founded in January 2026 by Miles Brundage (former head of policy research at OpenAI) to make frontier AI auditing 'effective and universal'. Runs pilot audits with major AI companies verifying they follow their own safety and security frameworks, develops auditing standards and open-source auditor tooling, and states it does not accept funding from frontier AI companies or their executives.",Frontier AI Auditing report; initial pilot-audit results (2026),active,high,https://www.averi.org/about; https://www.averi.org/ourwork/frontier-ai-auditing; https://www.fortune.com/2026/01/15/former-openai-policy-chief-creates-nonprofit-institute-calls-for-independent-safety-audits-of-frontier-ai-models,nonprofit,publishes-open-problems,new_org:b03,,agent-2026-09-21,,2026-09-21,false
beijing-institute-of-ai-safety-and-governance,Beijing Institute of AI Safety and Governance,https://beijing.ai-safety-and-governance.institute,academic,China,Beijing,Asia,2024,unknown,government,Chinese state-linked AI safety and governance research,policy-domestic;evals,"Independent Chinese research institute (led by Yi Zeng) studying AI safety evaluation methods and governance approaches, positioned as China's leading non-government AI safety institute.",Domestic AI safety governance research,active,medium,https://beijing.ai-safety-and-governance.institute/; https://beijing.ai-safety-and-governance.institute/about; https://www.chinatalk.media/p/wheres-chinas-ai-safety-institute,academic,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
berkeley-center-for-human-compatible-ai-chai,Berkeley Center for Human-Compatible AI (CHAI),https://humancompatible.ai,academic,US,Berkeley,North America,2016,21-50,mixed,Research on provably beneficial and human-compatible AI,alignment;multi-agent-cooperation,Stuart Russell's research centre developing formal approaches (e.g. assistance games) to ensure AI systems remain beneficial as they become more capable.,Assistance games research; CHAI internship programme,active,high,https://humancompatible.ai,academic,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
berkeley-center-for-responsible-decentralized-intelligence-rdi,"Berkeley Center for Responsible, Decentralized Intelligence (RDI)",https://rdi.berkeley.edu,academic,US,Berkeley,North America,unknown,unknown,mixed,Research on frontier AI's impact on the cybersecurity offence-defence balance,ai-cyber-offence-defence;forecasting,UC Berkeley research centre that produced the field's reference framework and expert survey on how frontier AI shifts the balance between cyber attackers and defenders.,Frontier AI's Impact on the Cybersecurity Landscape (2025),active,medium,https://arxiv.org/abs/2504.05408; https://rdi.berkeley.edu/frontier-ai-impact-on-cybersecurity/,academic,publishes-open-problems,new_org:b04,,agent-2026-09-21,,2026-09-21,false
berkeley-existential-risk-initiative-beri,Berkeley Existential Risk Initiative (BERI),https://existence.org,field-building,US,Berkeley,North America,2017,6-20,philanthropic,Support services for existential risk research collaborators,field-building;funding,"Provides operational, technical and financial support services to university-affiliated existential risk and AI safety research groups.","Support contracts with CHAI, GovAI and others",active,high,https://existence.org,nonprofit,contact-form;closed,seed,,agent-2026-09-21,,2026-09-21,false
bluedot-impact,BlueDot Impact,https://bluedot.org,field-building,UK,Cambridge,UK,2022,6-20,philanthropic,Online courses in AI safety and governance,field-building,Runs widely used free online courses that introduce thousands of participants to technical AI safety and AI governance.,AI Safety Fundamentals and AI Governance courses,active,high,https://bluedot.org/,nonprofit,hiring;fellowship-or-programme,seed,,agent-2026-09-21,,2026-09-21,false
blueprint-biosecurity,Blueprint Biosecurity,https://blueprintbiosecurity.org,nonprofit-research,US,Washington DC,North America,2023,6-20,philanthropic,Policy blueprints for biosecurity including AI-bio convergence,biosecurity;policy-domestic,"Develops concrete policy blueprints to close biosecurity gaps, including those created by AI-enabled biological design tools.",Biosecurity policy blueprints,active,high,https://blueprintbiosecurity.org,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
brookings-institution-ai-governance,Brookings Institution (AI governance),https://brookings.edu,think-tank,US,Washington DC,North America,1916,200+,mixed,General policy think tank with AI governance research,policy-domestic,"Broad public policy think tank with a research programme covering AI regulation, competition and governance.",AI governance policy papers,active,high,https://brookings.edu,nonprofit,hiring;publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
bytedance-seed-responsible-ai,ByteDance Seed (Responsible AI),https://seed.bytedance.com/en/direction/responsible_ai,lab-safety-team,China,Beijing,Asia,2023,200+,commercial,Responsible AI research within ByteDance Seed,alignment;interpretability;evals,"Named ""Seed Responsible AI"" direction within ByteDance’s Seed research org, publishing on agent-memory safety and LLM mechanisms and actively hiring research scientists into the function.",TaskMem agent-memory framework; function-token LLM mechanism research; PaSa research-search agent,active,medium,https://seed.bytedance.com/en/direction/responsible_ai; https://joinbytedance.com/search/7642760712865384709,commercial-product,hiring,seed,,agent-2026-09-21,,2026-09-21,false
c2pa,Coalition for Content Provenance and Authenticity (C2PA),https://c2pa.org,standards-body,unknown,unknown,unknown,unknown,unknown,unknown,,,Standards coalition that maintains the content credentials specification.,,active,low,https://c2pa.org,nonprofit,unknown,review-2026-09-23:society,"Created from a review edit (society[71], 2026-09-23); only the fields evident from the edit are filled, and type, country and funding model need checking.",review-2026-09-23,opus-review-2026-09-23,2026-09-23,false
cadenza-labs,Cadenza Labs,https://cadenzalabs.org,nonprofit-research,Other,Global,Other,2023,1-5,philanthropic,Technical alignment research,alignment,"AI safety research group working on its own interpretability agenda (note: a separate, unrelated company also trades as 'Cadenza Labs' in the crypto/agent-payments space at a different domain).",unknown,unknown,medium,https://cadenzalabs.org/; https://manifund.org/projects/cadenza-labs-ai-safety-research-group-working-on-own-interpretability-agenda,nonprofit,open-to-collaborators;publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
calypsoai,CalypsoAI,https://calypsoai.com,for-profit-startup,US,San Francisco,North America,2018,51-200,commercial,AI security and validation for enterprise and government,model-security;auditing-assurance,"Validates and secures AI models for enterprise and government deployment, including scanning for vulnerabilities before go-live.",CalypsoAI Validate and Moderator products,active,medium,https://calypsoai.com; https://dev.to/luckypipewrench/the-ai-agent-security-acquisition-wave-what-it-means-for-buyers-1e73,commercial-product,unknown,seed,Acquired by F5 in 2025-26; the product continues inside F5 (review-model). Status left active because the enum has no 'acquired' value and the product and team continue.,agent-2026-09-21,opus-review-2026-09-23,2026-09-23,false
cambridge-boston-alignment-initiative-cbai,Cambridge Boston Alignment Initiative (CBAI),https://cbai.ai,field-building,US,Cambridge,North America,2022,1-5,philanthropic,University fellowships bridging students into AI safety,field-building,"Runs fellowships and courses at Harvard, MIT and Boston-area universities to bring students into AI safety research.",Fellowship and bootcamp cohorts,active,medium,https://aisafety.com/map,nonprofit,fellowship-or-programme,seed,,agent-2026-09-21,,2026-09-21,false
cambridge-era-ai-fellowship,Cambridge ERA:AI Fellowship,https://eraisummer.org,field-building,UK,Cambridge,UK,2021,1-5,philanthropic,Summer research fellowship on AI existential risk,field-building,Summer research fellowship placing students with mentors on projects tackling existential risk from AI.,Annual fellowship cohorts and research outputs,active,medium,https://aisafety.com/map,nonprofit,fellowship-or-programme,seed,,agent-2026-09-21,,2026-09-21,false
carnegie-endowment-for-international-peace,Carnegie Endowment for International Peace,https://carnegieendowment.org,think-tank,US,Washington DC,North America,1910,200+,mixed,International affairs think tank with AI governance work,policy-international,Global think tank with a technology and international affairs programme researching AI governance and security norms.,AI governance and international security research,active,high,https://carnegieendowment.org,nonprofit,hiring;publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
carnegie-mellon-university-cylab-ai-security,Carnegie Mellon University CyLab (AI security),https://cylab.cmu.edu,academic,US,Pittsburgh,North America,1997,51-200,mixed,AI and ML security research,model-security;ai-cyber-offence-defence,University security institute with research groups studying adversarial machine learning and AI system security.,Adversarial ML and AI security publications,active,medium,https://cylab.cmu.edu,academic,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
catalyze-impact,Catalyze Impact,https://catalyze-impact.org,field-building,Netherlands,Amsterdam,Europe,2023,1-5,philanthropic,Incubator for new AI safety nonprofits and startups,field-building,"Incubation programme helping founders launch new AI safety organisations, providing mentorship, funding connections and operational support.",Incubation cohorts for new AI safety orgs,active,high,https://catalyze-impact.org,nonprofit,fellowship-or-programme,seed,,agent-2026-09-21,,2026-09-21,false
cavendish-labs,Cavendish Labs,https://cavendishlabs.org,nonprofit-research,US,Vermont,North America,2023,1-5,philanthropic,Research residency for AI safety and biosecurity,alignment;biosecurity;field-building,Runs a research residency programme bringing together researchers working on AI safety and biosecurity.,Research residency programme,active,medium,https://cavendishlabs.org,nonprofit,publishes-open-problems,seed,,agent-2026-09-21,,2026-09-21,false
